,name,ratings,review_count,ctype,years,hq,employees
4475,Capillary Techno...,4.1,(138 Reviews),Private,15 years old,"Singapore,Singapore + 3 more",501-1k Employees (India)
4476,Sahajanand Laser...,3.6,(138 Reviews),Public,34 years old,"Gandhinagar,Gujarat + 15 more",501-1k Employees (India)
4477,Godawari Power &...,4.2,(138 Reviews),Public,24 years old,"Raipur,Chhattisgarh + 5 more",1k-5k Employees (India)
4478,Emmvee Photovolt...,4.2,(138 Reviews),Private,16 years old,Bengaluru + 3 more,501-1k Employees (India)
4479,TRIGO Group,2.6,(138 Reviews),Private,26 years old,"Tel Aviv,Tel Aviv + 21 more",11-50 Employees (India)
4480,Chain-Sys,3.7,(138 Reviews),Private,25 years old,"Grand Ledge,MI + 4 more",501-1k Employees (India)
4481,SevenMentor,4.8,(138 Reviews),Private,14 years old,"Pune,Maharashtra",51-200 Employees (India)
4482,Carrefour,3.8,(138 Reviews),Private,64 years old,Massy + 21 more,201-500 Employees (India)
4483,Smart Works,3.6,(138 Reviews),Private,7 years old,"Delhi,NCT + 12 more",201-500 Employees (India)
4484,R-Logic Technolo...,4,(138 Reviews),Private,27 years old,"Bangalore/Bengaluru,Karnataka + 6 more",1k-5k Employees (India)
4485,Impressico Busin...,4.6,(138 Reviews),Private,15 years old,Noida + 4 more,201-500 Employees (India)
4486,JK Agri Genetics,3.9,(138 Reviews),Public,34 years old,Hyderabad + 34 more,201-500 Employees (India)
4487,Lion Engineering...,3.7,(138 Reviews),Bhopal + 33 more,1k-5k Employees (India),21 years old,
4488,Autodesk,4.3,(138 Reviews),Public,41 years old,"San Francisco,California + 17 more",1k-5k Employees (India)
4489,Asian Institute ...,4.2,(138 Reviews),Private,13 years old,"Faridabad,Haryana + 10 more",1k-5k Employees (India)
4490,JCT,3.9,(138 Reviews),Public,77 years old,"Hoshiarpur,Punjab + 10 more",1k-5k Employees (India)
4491,Kanpur Fertilize...,4.1,(138 Reviews),Private,13 years old,Kanpur + 12 more,501-1k Employees (India)
4492,Kalyan Toll Infr...,4.3,(138 Reviews),Private,21 years old,"Indore,Madhya Pradesh + 20 more",51-200 Employees (India)
4493,AvenData GmbH,3.6,(138 Reviews),Berlin,,51-200 Employees (India),
4494,Valmet,4,(138 Reviews),Private,85 years old,Espoo + 13 more,51-200 Employees (India)
4495,HEG,3.9,(138 Reviews),Public,51 years old,"Noida,Uttar Pradesh + 4 more",501-1k Employees (India)
4496,Rubicon Research,3.5,(138 Reviews),Private,24 years old,"Atlanta,Georgia + 8 more",201-500 Employees (India)
4497,Kanpur Plastipac...,3.9,(138 Reviews),Public,52 years old,"Kanpur,Uttar Pradesh + 1 more",1k-5k Employees (India)
4498,SOS Children's V...,3.7,(138 Reviews),Private,74 years old,Imst + 27 more,1k-5k Employees (India)
4499,Gulf Spic Genera...,3.8,(138 Reviews),Private,26 years old,"Fahaheel,Ahmadi + 6 more",5k-10k Employees (Global)
4500,Kalyan Toll Infr...,4.3,(138 Reviews),Private,21 years old,"Indore,Madhya Pradesh + 20 more",51-200 Employees (India)
4501,SOS Children's V...,3.7,(138 Reviews),Private,74 years old,Imst + 27 more,1k-5k Employees (India)
4502,Kanpur Fertilize...,4.1,(138 Reviews),Private,13 years old,Kanpur + 12 more,501-1k Employees (India)
4503,Teletext Holiday...,3.7,(138 Reviews),Private,31 years old,London + 2 more,51-200 Employees (India)
4504,MM Forgings,3.9,(137 Reviews),Public,77 years old,"Chennai,Tamil Nadu + 13 more",1k-5k Employees (India)
4505,Capital Finserve,4.6,(137 Reviews),Private,16 years old,"Salem,Tamil Nadu + 2 more",201-500 Employees (India)
4506,Hudson's Bay Com...,3.6,(137 Reviews),Private,353 years old,Brampton + 2 more,501-1k Employees (India)
4507,Blue Cross Labor...,4.1,(137 Reviews),Public,43 years old,"Mumbai,Maharashtra + 23 more",1k-5k Employees (India)
4508,Service Master C...,4.1,(137 Reviews),Chicago + 34 more,1k-5k Employees (India),94 years old,
4509,Samsung SDS,3.5,(137 Reviews),Private,38 years old,Seoul + 10 more,1k-5k Employees (India)
4510,Dishman Pharmace...,4.2,(137 Reviews),Public,40 years old,Ahmedabad + 6 more,201-500 Employees (India)
4511,Gpt Infraproject...,3.9,(137 Reviews),Public,43 years old,"Kolkata,West Bengal + 16 more",1k-5k Employees (India)
4512,Shanthi Gears,3.6,(137 Reviews),Public,54 years old,"Coimbatore,Tamil Nadu + 8 more",501-1k Employees (India)
4513,Indus Motors,4.1,(137 Reviews),Private,33 years old,"Kochi/Cochin,Kerala + 21 more",5k-10k Employees (Global)
4514,NEC Corporation ...,3.5,(137 Reviews),Irving + 15 more,,11-50 Employees (India),
4515,Vcare Call Cente...,2.7,(137 Reviews),Private,19 years old,"Noida,Uttar Pradesh + 5 more",201-500 Employees (India)
4516,Mangalam Cement,4.1,(137 Reviews),Public,47 years old,Kolkata + 18 more,1k-5k Employees (India)
4517,Alpha Design Tec...,3.9,(137 Reviews),Private,20 years old,Bangalore + 10 more,501-1k Employees (India)
4518,UAE Exchange,4,(137 Reviews),Public,28 years old,"Abu Dhabi,Abu Dhabi + 32 more",1-10 Employees (India)
4519,Galore Networks,2.7,(137 Reviews),Private,18 years old,"Chennai,Tamil Nadu + 30 more",51-200 Employees (India)
4520,Filatex India,4,(137 Reviews),Public,33 years old,"Noida,Uttar Pradesh + 8 more",1k-5k Employees (India)
4521,Mitsubishi Heavy...,4.3,(137 Reviews),Private,139 years old,Tokyo + 21 more,51-200 Employees (India)
4522,Avanse Financial...,4.1,(137 Reviews),Private,11 years old,"Mumbai,Maharashtra + 19 more",201-500 Employees (India)
4523,ITW India,4.2,(137 Reviews),Private,111 years old,"Glenview,IL + 15 more",10k-50k Employees (Global)
4524,Eternis Fine Che...,3.7,(137 Reviews),Public,35 years old,"Mumbai,Maharashtra + 6 more",201-500 Employees (India)
4525,Varroc Lighting ...,3.8,(137 Reviews),Private,11 years old,Plymouth + 6 more,501-1k Employees (India)
4526,Saint Gobain Sek...,4,(137 Reviews),Public,50 years old,Pune + 14 more,501-1k Employees (India)
4527,Abellon Clean En...,3.6,(137 Reviews),Public,15 years old,"Ahmedabad,Gujrat + 14 more",501-1k Employees (India)
4528,Enzen Global Sol...,3.9,(137 Reviews),Private,17 years old,Bangalore + 11 more,201-500 Employees (India)
4529,Mangalam Cement,4.1,(137 Reviews),Public,47 years old,Kolkata + 18 more,1k-5k Employees (India)
4530,Dishman Pharmace...,4.2,(137 Reviews),Public,40 years old,Ahmedabad + 6 more,201-500 Employees (India)
4531,ICRA Analytics,4,(137 Reviews),Private,24 years old,"Kolkata,West Bengal + 2 more",501-1k Employees (India)
4532,Be Well Hospital...,4.5,(136 Reviews),Private,12 years old,"Chennai,Tamil Nadu + 7 more",501-1k Employees (India)
4533,Maahi Milk Produ...,4.3,(136 Reviews),Private,11 years old,"Rajkot,Gujarat + 19 more",501-1k Employees (India)
4534,AMBUJANEOTIA,4.2,(136 Reviews),"Kolkata,West Bengal + 6 more",501-1k Employees (India),33 years old,
4535,Ayoki Fabricon,3.8,(136 Reviews),Private,39 years old,"Pune,Maharashtra + 12 more",5k-10k Employees (India)
4536,Clean Harbors,3.5,(136 Reviews),Private,43 years old,"Hyderabad/Secunderabad,Telangana + 2 more",201-500 Employees (India)
4537,Coronis It Syste...,3.7,(136 Reviews),Mohali + 3 more,,201-500 Employees (India),
4538,KEM Hospital,4.3,(136 Reviews),Private,97 years old,Mumbai + 2 more,51-200 Employees (India)
4539,Suez Water Techn...,4.2,(136 Reviews),Public,54 years old,"Trevose,PA + 26 more",5k-10k Employees (India)
4540,WEG,3.6,(136 Reviews),Private,62 years old,"Tamil Nadu,Karnataka + 5 more",201-500 Employees (India)
4541,Fleet Management,3.8,(136 Reviews),Private,29 years old,Wong Chuk Hang + 12 more,201-500 Employees (India)
4542,JP Infra,3.6,(136 Reviews),Private,17 years old,Mumbai + 5 more,201-500 Employees (India)
4543,Franklin Templet...,4.3,(136 Reviews),Private,28 years old,"Mumbai,Maharashtra + 5 more",201-500 Employees (India)
4544,Dalmia Bharat Su...,3.9,(136 Reviews),Public,29 years old,New Delhi + 11 more,1k-5k Employees (India)
4545,Privi Organics,4,(136 Reviews),Public,41 years old,"Mumbai,Maharashtra + 8 more",201-500 Employees (India)
4546,Innovatiview,3.3,(136 Reviews),Private,13 years old,"Noida,Uttar Pradesh + 2 more",201-500 Employees (India)
4547,Rajesh Motors,3.8,(136 Reviews),Private,43 years old,Jaipur + 18 more,51-200 Employees (India)
4548,PurpleTalk,4.2,(136 Reviews),Private,15 years old,"Dallas,Texas + 3 more",501-1k Employees (India)
4549,Jubilant Industr...,4,(136 Reviews),Public,16 years old,"Noida,Uttar Pradesh + 29 more",501-1k Employees (India)
4550,Appasamy Associa...,3.7,(136 Reviews),Private,45 years old,"Chennai,Tamil Nadu + 20 more",51-200 Employees (India)
4551,Ring Plus Aqua,3.9,(136 Reviews),Public,26 years old,Thane + 7 more,201-500 Employees (India)
4552,MindCraft Softwa...,3.6,(136 Reviews),Private,21 years old,"Mumbai,Maharashtra + 4 more",501-1k Employees (India)
4553,Narula Infrastru...,3.7,(136 Reviews),Private,18 years old,Kolkata + 32 more,51-200 Employees (India)
4554,Hicare Services,3.9,(136 Reviews),Private,20 years old,"Mumbai,Maharashtra + 22 more",501-1k Employees (India)
4555,Mashreq Bank,3.4,(136 Reviews),Public,56 years old,"Dubai,Dubai + 6 more",11-50 Employees (India)
4556,Daebu Automotive...,3.8,(136 Reviews),Private,17 years old,"Chennai,Tamil Nadu + 3 more",201-500 Employees (Global)
4557,Kanoria Chemical...,3.9,(136 Reviews),Public,63 years old,"Delhi/NCR,Delhi + 8 more",1k-5k Employees (India)
4558,Adhunik Metaliks,3.4,(136 Reviews),Public,22 years old,"Kolkata,West Bengal + 11 more",501-1k Employees (India)
4559,CNS Comnet,3.9,(136 Reviews),Private,18 years old,"Gurgaon/Gurugram,Haryana + 3 more",201-500 Employees (India)
4560,KisanKraft Machi...,3.4,(136 Reviews),Private,18 years old,"Bangalore/Bengaluru,Karnataka + 16 more",201-500 Employees (India)
4561,South Eastern Co...,4.4,(136 Reviews),Government,38 years old,Bilaspur + 17 more,5k-10k Employees (Global)
4562,cFIRST,4.1,(136 Reviews),Private,17 years old,Cincinnati + 5 more,201-500 Employees (India)
4563,Head Field Solut...,3,(136 Reviews),Private,16 years old,New Delhi + 3 more,501-1k Employees (India)
4564,PrimeXBT,4.7,(136 Reviews),London + 4 more,11-50 Employees (India),5 years old,
4565,Flipkart Wholesa...,4.2,(136 Reviews),Bengaluru/Bangalore + 37 more,,11-50 Employees (India),
4566,Afflatus Gravure...,3.7,(135 Reviews),Private,20 years old,"Noida,Uttar Pradesh + 11 more",51-200 Employees (India)
4567,Jagatjit Industr...,3.9,(135 Reviews),Public,79 years old,"Kapurthala ,Punjab + 19 more",1k-5k Employees (India)
4568,Dorset Industrie...,4,(135 Reviews),Gurgaon + 24 more,201-500 Employees (India),28 years old,
4569,Ncc Urban Infras...,4.2,(135 Reviews),Private,16 years old,"Hyderabad/Secunderabad,Telangana + 21 more",201-500 Employees (India)
4570,MoreTasks,4.4,(135 Reviews),Private,7 years old,"Gurgaon/Gurugram,Haryana",51-200 Employees (India)
4571,Hyderabad Indust...,4.2,(135 Reviews),Private,77 years old,Hyderabad + 28 more,1k-5k Employees (India)
4572,First American T...,3.8,(135 Reviews),Private,134 years old,Santa Ana + 4 more,10k-50k Employees (Global)
4573,Axio,4,(135 Reviews),Private,10 years old,"Bangalore,Karnataka + 16 more",501-1k Employees (India)
4574,Source One Manag...,3.2,(135 Reviews),Private,38 years old,"Grove,Pennsylvania + 8 more",51-200 Employees (India)
4575,Midco,3.7,(135 Reviews),Private,92 years old,Sioux Falls + 26 more,1-10 Employees (India)
4576,TimesPro,3.7,(135 Reviews),LLP,10 years old,"Mumbai,Maharashtra + 20 more",501-1k Employees (India)
4577,Verse Innovation,3.7,(135 Reviews),Private,16 years old,"Bangalore/Bengaluru,Karnataka + 12 more",501-1k Employees (India)
4578,Sunshine Hospita...,4.1,(135 Reviews),Private,14 years old,"Secunderabad,Andhra Pradesh + 10 more",201-500 Employees (India)
4579,CollegeDekho,3.5,(135 Reviews),"Gurgaon,Haryana + 8 more",501-1k Employees (India),8 years old,
4580,Incture Technolo...,2.6,(135 Reviews),Private,17 years old,Banglore + 4 more,501-1k Employees (India)
4581,Terrier Security...,4.2,(135 Reviews),Private,34 years old,Bangalore + 25 more,51-200 Employees (India)
4582,Vesuvius,4,(135 Reviews),Public,32 years old,London + 12 more,501-1k Employees (India)
4583,Faber India,4.3,(135 Reviews),Private,68 years old,Pune + 27 more,201-500 Employees (India)
4584,Locuz Enterprise...,4.2,(135 Reviews),Public,24 years old,"Hyderabad/Secunderabad,Telangana + 11 more",501-1k Employees (India)
4585,Affiliated Compu...,3.5,(135 Reviews),Private,35 years old,Dallas + 10 more,11-50 Employees (India)
4586,INFRES METHODEX,3.4,(135 Reviews),Private,36 years old,Faridabad + 36 more,501-1k Employees (India)
4587,Infoesearch Ites,3.3,(135 Reviews),Hyderabad + 3 more,51-200 Employees (India),16 years old,
4588,National Securit...,3.2,(135 Reviews),Private,27 years old,"Mumbai,Maharashtra + 4 more",201-500 Employees (India)
4589,DS Spiceco,4.1,(135 Reviews),Private,36 years old,Noida + 42 more,501-1k Employees (India)
4590,Lamprell,4.3,(135 Reviews),Dubai + 5 more,5k-10k Employees (Global),47 years old,
4591,Xeam Ventures,4.1,(135 Reviews),Private,19 years old,"Mohali,Punjab + 34 more",51-200 Employees (India)
4592,Gracure Pharmace...,3.5,(135 Reviews),Private,31 years old,"Delhi/NCR,Delhi + 5 more",501-1k Employees (India)
4593,Al Hassan Engine...,4.3,(135 Reviews),Private,23 years old,Ruwi + 13 more,1k-5k Employees (Global)
4594,Agappe Diagnosti...,3.9,(135 Reviews),Private,25 years old,"Ernakulam,Kerala + 21 more",501-1k Employees (India)
4595,Shriram Properti...,3.8,(135 Reviews),Private,28 years old,"Bangalore/Bengaluru,Karnataka + 7 more",501-1k Employees (India)
4596,Indian Railway C...,4.1,(135 Reviews),Public,24 years old,"Delhi/NCR,Delhi + 30 more",1k-5k Employees (India)
4597,Alf Engineering,3.8,(135 Reviews),Private,17 years old,"Nasik/Nashik,Maharashtra + 8 more",201-500 Employees (India)
4598,Lalitpur Power G...,4.2,(135 Reviews),Private,14 years old,"Lalitpur,Uttar Pradesh + 6 more",1k-5k Employees (India)
4599,Don Bosco Tech S...,4,(135 Reviews),Private,17 years old,New Delhi + 43 more,201-500 Employees (India)
4600,Ceat Specialty T...,4,(135 Reviews),Private,99 years old,Mumbai + 15 more,51-200 Employees (India)
4601,Synokem Pharmace...,3.9,(135 Reviews),Private,40 years old,New Delhi + 11 more,201-500 Employees (India)
4602,Karam Industries,4.2,(135 Reviews),Private,25 years old,"Noida,Uttar Pradesh + 17 more",11-50 Employees (India)
4603,InnovationM,3.8,(135 Reviews),Private,13 years old,"Noida,Uttar Pradesh + 4 more",201-500 Employees (India)
4604,L and T Chiyoda,3.5,(135 Reviews),,,,
4605,Prakash Industri...,4,(135 Reviews),Public,43 years old,New Delhi + 29 more,501-1k Employees (India)
4606,Malladi Drugs & ...,4.1,(135 Reviews),Private,43 years old,"Chennai,Tamil Nadu + 9 more",201-500 Employees (India)
4607,ICFAI Business S...,4,(135 Reviews),Private,28 years old,Hyderabad + 38 more,1k-5k Employees (Global)
4608,Decimal Point An...,3.2,(135 Reviews),Private,11 years old,Mumbai + 5 more,501-1k Employees (India)
4609,Namdev Finvest,4.7,(135 Reviews),Private,26 years old,"Jaipur,Rajasthan + 23 more",201-500 Employees (India)
4610,Poonawalla Housi...,3.8,(135 Reviews),"Pune,Maharashtra + 58 more",,201-500 Employees (India),
4611,KHY ELECTRONIC,3.7,(135 Reviews),Noida + 5 more,,11-50 Employees (India),
4612,Software AG,4.2,(135 Reviews),Private,54 years old,"Darmstadt,Hesse + 10 more",1k-5k Employees (India)
4613,Aujas Cybersecur...,4.1,(134 Reviews),Private,15 years old,"Bangalore/Bengaluru,Karnataka + 7 more",501-1k Employees (India)
4614,Shiva Pharmachem,4,(134 Reviews),Public,22 years old,"Vadodara/Baroda,Gujarat + 4 more",201-500 Employees (India)
4615,Dealmoney Securi...,3.9,(134 Reviews),"Thane,Maharashtra + 16 more",501-1k Employees (India),17 years old,
4616,Sopra Banking So...,4.2,(134 Reviews),Public,11 years old,"Paris,Ile-de-France + 2 more",1k-5k Employees (India)
4617,Novel Office,4.1,(134 Reviews),"Bengaluru/Bangalore,Karnataka + 9 more",51-200 Employees (India),30 years old,
4618,Videojet Technol...,3.7,(134 Reviews),Private,28 years old,"Wood Dale,Illinois + 17 more",501-1k Employees (India)
4619,D'Decor Home Fab...,3.9,(134 Reviews),Private,24 years old,"Mumbai,Maharashtra + 16 more",501-1k Employees (India)
4620,Bioseed,4.3,(134 Reviews),Private,31 years old,Hyderabad + 34 more,501-1k Employees (India)
4621,Incrementors Web...,4.4,(134 Reviews),Private,19 years old,New Delhi + 1 more,51-200 Employees (India)
4622,CRMnext,3.7,(134 Reviews),Private,22 years old,"Noida,Uttar Pradesh + 3 more",1k-5k Employees (India)
4623,Yethi Consulting,3.6,(134 Reviews),Private,10 years old,"Bangalore/Bengaluru,Karnataka + 8 more",501-1k Employees (India)
4624,Bharat Wire Rope...,3.7,(134 Reviews),Public,37 years old,"Mumbai,Maharashtra + 4 more",201-500 Employees (India)
4625,Lloyd Electric &...,3.7,(134 Reviews),Public,34 years old,"Delhi/NCR,Delhi + 32 more",11-50 Employees (India)
4626,SMS Group,4.2,(134 Reviews),Private,152 years old,Düsseldorf + 10 more,1k-5k Employees (India)
4627,BEO Software,4.5,(134 Reviews),"Kochi/Cochin,Kerala",201-500 Employees (India),20 years old,
4628,Bank Muscat,4.1,(134 Reviews),Private,41 years old,Muscat + 51 more,51-200 Employees (India)
4629,ShipRocket,3.5,(134 Reviews),Private,11 years old,"Delhi,NCT + 3 more",201-500 Employees (India)
4630,HEUBACH Colour,4,(134 Reviews),Private,29 years old,Vadodara + 10 more,51-200 Employees (India)
4631,Virbac Animal He...,4,(134 Reviews),Private,55 years old,Fort Worth + 40 more,501-1k Employees (India)
4632,Margadarsi Chit ...,4,(134 Reviews),Private,61 years old,Hyderabad + 19 more,1k-5k Employees (India)
4633,Development Cons...,3.8,(134 Reviews),Private,73 years old,Kolkata + 8 more,51-200 Employees (India)
4634,Aujas Cybersecur...,4.1,(134 Reviews),Private,15 years old,"Bangalore/Bengaluru,Karnataka + 7 more",501-1k Employees (India)
4635,Videojet Technol...,3.7,(134 Reviews),Private,28 years old,"Wood Dale,Illinois + 17 more",501-1k Employees (India)
4636,Igarashi Motors,4.1,(134 Reviews),Public,31 years old,"Chennai,Tamil Nadu + 4 more",501-1k Employees (India)
4637,Simar Infrastruc...,4,(134 Reviews),Public,25 years old,Panipat + 18 more,201-500 Employees (India)
4638,Clove Dental,3.3,(134 Reviews),Private,12 years old,"Delhi,NCT + 11 more",501-1k Employees (India)
4639,Mayur Uniquoters,4,(134 Reviews),Public,31 years old,"Jaipur,Rajasthan + 3 more",501-1k Employees (India)
4640,Gojavas,4.3,(134 Reviews),Private,10 years old,"Gurgaon,Haryana + 43 more",1k-5k Employees (India)
4641,Roha Dyechem,3.2,(134 Reviews),Private,51 years old,"Mumbai,Maharashtra + 7 more",501-1k Employees (India)
4642,A2z Infra Engine...,3.7,(134 Reviews),Public,21 years old,Gurgaon + 23 more,10k-50k Employees (Global)
4643,Shiva Pharmachem,4,(134 Reviews),Public,22 years old,"Vadodara/Baroda,Gujarat + 4 more",201-500 Employees (India)
4644,Toshiba Software...,3.7,(134 Reviews),Bengaluru/Bangalore + 6 more,1k-5k Employees (India),21 years old,
